pr_number,commit_sha,commit_message,author,commit_date
335342,45adee6af3bda5a3dc856b4d1dad970f08f9866f,"agentHost: stabilize retryable Copilot errors

Re-enable same-turn recovery for live and restored Copilot failures. Ignore stale failure events until a resumed provider turn starts, and restore deterministic retry coverage.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 19:53:10+00:00
335342,4f162cf19d3c807105b3d6b1ec24dea469a8eaae,"agentHost: preserve resumable retry checkpoints

Keep turn-end contributions aligned with the resumable error emitted when an immediate continuation attempt fails, so the original checkpoint remains available for another retry.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 20:05:35+00:00
335341,5b80146331c37f82f48571ad404b0ba6fe515ec6,Agent Host changes for lszomoru/comparative-reptile,lszomoru,2026-09-09 19:52:20+00:00
335341,6a9ba0a4ef4c00d321f5169e695678490e7f4c46,"test: cover session changes pill activation

Exercise click, Enter, and Space through the rendered pill and assert session activation, editor reveal, and the Session Changes changeset selection.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",lszomoru,2026-09-09 20:04:06+00:00
335337,60941ac03d64c29ec5f186ff4d2069bacd1d1b11,"agentHost: publish worktree state immediately

Move customization enablement updates to the effective working-directory change event so no-op reconciliation envelopes do not restart providers. Materialization can now broadcast the resolved worktree immediately without breaking Claude's provisional first turn.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 19:32:53+00:00
335337,5c577f5dd8df877547ebe77b64fb7810c12ed414,"agentHost: test immediate worktree publication

Assert that materialization synchronously emits the working-directory replacement with the resolved worktree. This prevents future fixes from delaying workspace publication until the provider turn completes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 19:36:48+00:00
335337,68e8279b0a40d5bf566b481f494e86c971f7d642,"agentHost: preserve immediate worktree state notifications

Emit the effective working-directory event when materialization updates host state, while deferring customization recomputation during an active provider turn. This keeps client worktree publication immediate without restarting provisional providers.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 19:42:46+00:00
335336,47b8a2ba3990e1a528b07af0f641273b7e1d914d,"sessions: align docked details with editor headers

Remove breadcrumbs from the empty Files editor and align docked Details with the editor header row. Preserve single-tab and regular editor behavior through explicit modern-tab options, dedicated row structure, and expanded visual coverage.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 19:28:33+00:00
335335,4bda7e0114e26463c4cfc3e969a2acdfe4e6916a,"docs: remove obsolete ""larger than three"" from TextEditor.viewColumn (#335331)",amanx5,2026-09-09 18:59:03+00:00
335333,f97750305efd940ef0606c3e3e71e0ab9c55e5ac,"sessions: add Agents Window taskbar shortcut

Add an Agents Window task to the Windows jump list using the existing --agents launch mode and branded icon.\n\nRefs #335321

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-09 18:55:01+00:00
335333,1dd7650e3708b9aabeacc6f3e8a465ea30c6ba77,Merge branch 'main' into agents/add-agents-window-shortcut,dmitrivMS,2026-09-10 01:04:29+00:00
335333,b3abb096e9ee1f7a3e3cda2d88f7268c75c2727b,"sessions: use Agents icon for Agents Window

Give the Windows taskbar button the same visual identity as the jump-list task.

Refs #335321

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 04:34:05+00:00
335333,3731f4f8d44eea2ba230b6531c98810524b858b8,"sessions: show Agents icon in window picker

Use the branded Agents icon for Agents Window entries while preserving existing file and workspace icons for other windows.

Fixes #315734

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 04:41:14+00:00
335333,e920a9727cc1e2aab9ea8475a8020a211b6f7749,"sessions: fix Agents window icon branding

Carry the authoritative Agents window flag into the window picker instead of comparing incompatible native and renderer workspace URI schemes. Reuse the distro-mixed sessions.ico path so native Windows icons match each product quality.

Fixes #315734

Refs #335321

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 07:09:47+00:00
335333,0fd8124f4ef1f205ce9a88812bc5e328e5a7fcc8,"window: expose native icon in window picker

Carry the BrowserWindow icon path through opened-window metadata so Switch Window can render it without depending on Sessions-owned assets.

Fixes #315734

Refs #315935 #335321

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 08:52:07+00:00
335333,0b497a30e957ec85896966fcc9915e8a65c30b5e,"sessions: hide Agents workspace from taskbar recents

Keep the internal Agents workspace in shared recent history while omitting it from the Windows jump list now that a dedicated task is available.

Refresh the CI-provided component fixture hashes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 18:58:20+00:00
335333,2ef6ecc1b659743d3e5d8f90625b20503c0afed3,"Merge branch 'main' into agents/add-agents-window-shortcut

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 19:01:30+00:00
335333,ce3435d66d953b9bd5c7f392797540046e9a1a85,"sessions: preserve ordinary window picker icons

Expose native icon metadata only for the explicit Agents Window override so regular workspace, folder, and file entries continue using their resource icons.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",dmitrivMS,2026-09-10 20:27:04+00:00
335329,78aede992e64a29b2856f57a75548361133bc6a7,chore: bump foundry-local-sdk to 2.x,rzhao271,2026-09-09 18:45:42+00:00
335329,7b1addd2da741949551bd89aa5fb898281f504aa,Apply PR feedback,rzhao271,2026-09-09 23:10:31+00:00
335329,b66e01cdc0457243806e94b46a647f5e139795cf,"Register FoundryLocalManager for disposal via this._register

Co-authored-by: rzhao271 <7199958+rzhao271@users.noreply.github.com>",Copilot,2026-09-10 00:17:48+00:00
335329,d63d181194fbc52fc91a3c064195f916d63babc8,fix: missing platform filter in excludes,rzhao271,2026-09-10 00:36:49+00:00
335329,a3ecb531d69962659aa5b85f7f941ed4ce223337,Apply cancellation feedback,rzhao271,2026-09-10 18:13:42+00:00
335329,9c2b35f31200e4d875dcc70b406b506c83012845,Apply runtime files feedback,rzhao271,2026-09-10 18:56:45+00:00
335329,d7a777432dce6a058feb03a6b14932527db70f8a,Apply worker teardown feedback,rzhao271,2026-09-10 21:36:49+00:00
335329,881fe1aadb7005ddf42c1deaa30ca3aed9c29999,Apply atomic publish feedback,rzhao271,2026-09-10 21:37:57+00:00
335328,16903b18a1d34332af4cf2e7c57dd69c2363a0b1,"Terminal: tolerate float error when scaling charHeight to device pixels

getXtermScaledDimensions ceils charHeight * devicePixelRatio, but charHeight
comes from xterm's device cell height divided by devicePixelRatio, so the
product can land a few ulps above the whole pixel. At zoom level 1 a 22 px
cell becomes 23 px in the row math, dropping one row per ~20 and leaving
blank rows above the grid.",u9g,2026-09-09 18:47:26+00:00
335325,61a3125c6e04faaeabcb950351108161faaeb3c2,"sessions: fix unified workspace repository handling

Track local Git repository presence independently from GitHub metadata so repository icons work for every Git host. Reject local harnesses for virtual GitHub workspaces.

Follow-up to #335301.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 18:28:06+00:00
335325,a9071e75677532ed0750e49f59d716dfcd034587,"sessions: preserve repository actions for cloud drafts

Keep local repository acquisition actions visible when selecting Cloud changes the draft workspace to a virtual GitHub URI.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 18:39:38+00:00
335325,e1698253d3ad47292f0c90e5028353bec64d9256,"sessions: refresh deferred repository state

Promote Agent Host folder drafts when Git metadata arrives and retry local repository resolution until GitHub identity is available.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 18:44:49+00:00
335325,4927fe1b508a1999c818ffae0013f840a0d11140,"sessions: use repository root for cached clones

Return the concrete repository path when the unified workspace picker reuses a cached clone, instead of returning an enclosing workspace file.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 18:52:17+00:00
335325,39151cf6fd1357538a1695a48610f3f9b6df6bf0,"sessions: use folder icons for local workspaces

Present all unified-picker local workspace entries consistently as folders, including locally cloned Git repositories.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 19:09:01+00:00
335325,e23bf09c5c4a4bee3bcaa0ff493c372269d8c20a,"sessions: separate local and cloud repository actions

Consolidate local repository acquisition behind the Git remote-source picker while restoring direct GitHub repository selection for Cloud sessions.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 19:14:47+00:00
335325,82e9e2c30e4661654ece1d5bd0ac862c9287fac0,"sessions: restore direct repository clone picker

Keep GitHub repositories in the first clone picker while allowing local sessions to paste URLs for other Git remotes.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 19:21:45+00:00
335325,7780a495acd81959b7814ef78ce459c1d02abe51,"sessions: distinguish cloud repository icons

Use repository icons for non-local GitHub workspaces, the GitHub logo for repository cloning, and folder icons for local workspaces.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 19:31:12+00:00
335324,e7e63649947475221664ae8e890386c3053cae3d,"Add remote URI transformations for customizations

- Introduce mapping functions for customization enablement and customizations.
- Update session snapshot mapping to include customizations without mutating host messages.
- Add tests for customization URI mapping and round-trip validation of customization actions.",aeschli,2026-09-09 18:24:02+00:00
335324,662cb61d5787229fbbeb14c84134171650f78af6,implement review comment,aeschli,2026-09-09 19:54:20+00:00
335324,9d66ab5caddaf86513de9fd210c455459f87ea6b,Preserve vscode-remote URIs when using the local Agent Host authority so workspace customization files remain directly resolvable.,aeschli,2026-09-09 20:00:58+00:00
335323,782e1ea8ec7e2e5c7bbb7ad85df7b1aa1fb0f1a6,Fixes incorrect 'warning' wording in positionHasError description/sound/announcement strings — copy-paste leftover from positionHasWarning.,kishor-rajbanshi,2026-09-09 18:14:34+00:00
335322,47899ac7c767b37a8ff0f9e90eeace5bd93b5fc1,chat - fix uneven horizontal padding on Add Models button,keshu-g,2026-09-09 18:12:28+00:00
335318,a103bb146cd97cbbc9476c5105b1021372c3683c,"automations: fix: keep popup Escape from closing the dialog

Preserve popup ownership through repeated Escape keydowns and unrelated keyboard events until Escape is released. Cover the real Dialog, SelectBox, and ContextView interaction with focused regression tests.

Fixes #334869

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-09 18:02:50+00:00
335317,9ea46e273ba01090de90d08dcf61b391c5b44e22,Remove older CLI configs,lramos15,2026-09-09 17:38:14+00:00
335308,67ef942591749b2f733955be56f1ec121f435c4e,chore: bump @github/copilot to 1.0.84-3,github-actions[bot],2026-09-09 16:52:15+00:00
335308,70ecf84aab5851d95879c0bade33268253b9c909,"test: refresh Copilot prompt snapshots for CLI 1.0.84-3

The 1.0.84-3 @github/copilot runtime reworded the subagent (task) tool
description — it now tells the agent to trust harness defaults and to omit
model, context tier, and reasoning effort unless the user explicitly asks —
so every copilotPromptsE2E prompt baseline drifted. Accept the emitted prompt
by regenerating the 19 snapshots (AGENT_HOST_UPDATE_AHP_SNAPSHOTS=1), which the
failed Linux / Electron PR check reported as 19 ""Snapshot #prompt does not
match expected output"" failures.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vs-code-engineering[bot],2026-09-09 18:13:19+00:00
335307,cb58343a4600e497b4b87d11c76824392b87757b,Include plugin keywords in agent plugin search filter,Santhanakrishnan-Shanmugam,2026-09-09 16:46:43+00:00
335307,011d497efcd631feba54fef50aeb30b91a8ad47a,Format marketplace filter across multiple lines for readability,Santhanakrishnan-Shanmugam,2026-09-09 17:01:17+00:00
335305,24b073992ab71d518e2349af11abf9cfaf709e6b,refactor: consolidate changes picker and update styling for improved UI,mrleemurray,2026-09-09 09:18:57+00:00
335305,21981c4af7f51dd8d74378effb36eef9d310230d,"fix: preserve changes picker state

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",mrleemurray,2026-09-09 16:36:53+00:00
335305,bce46c4e684f93c3fcf7bb451378419f39ebfbcd,"Update CSS for session changes editor styles

Co-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>",mrleemurray,2026-09-09 17:06:37+00:00
335305,6720b6583c2f91b7ae56ee262d9b2d51c6cf1395,Merge branch 'main' into mrleemurray/agents-changes-picker,mrleemurray,2026-09-09 17:14:28+00:00
335304,b5880be94098f81beb6049f8a12e7f74359a068d,"agentHost: prevent annotations from retaining conversations

Keep annotations synchronized independently of conversation residency. Exclude annotation subscriptions from MRU touches and residency holds, and load their persisted state without restoring provider history. Preserve changeset residency and destructive GC protection, with unit and protocol E2E regression coverage.

(Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 16:36:07+00:00
335304,06bcf72d7a4008ad366cce271cb72c016df17847,"agentHost: validate and restore independent annotation subscriptions

Validate annotation ownership and deletion tombstones for reads and client writes without restoring provider history. Hydrate annotation initialSubscriptions before completing initialize, preserve cancellation cleanup, and reconcile transient git-blob restores with annotation-only subscribers. Exercise restart handshakes and stale subscriptions end to end; replace a timing-sensitive unit assertion with a bounded read before provider release.

(Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 21:02:24+00:00
335304,fc62af88374827a79da653f9bbf3df4451660592,"Merge CI base into annotation retention fix (Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 21:27:18+00:00
335304,d1e705c6204403da6cb119a3f4b32008f9b74574,"agentHost: wait for subagent task completion before ending its first turn

Stop hooks can arrive before the initial task's final assistant message. Keep that turn active until the SDK subagent completion/failure event, avoiding a spurious second completed turn. Continue using stop hooks for resumed children. Add a deterministic ordering regression and preserve overlapping resumed-child hook coverage.

(Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 21:57:47+00:00
335304,5a73a52504e515fc80e9a98ea4471c40b616639d,"Revert unrelated subagent completion fix

Revert d1e705c6204403da6cb119a3f4b32008f9b74574 to keep this PR scoped to annotation residency. The subagent lifecycle race will be addressed separately; retry CI on the annotation-only changes.

(Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 22:05:11+00:00
335303,162834ca8c2a5ec3355a42aef108a1f4c1e0dbcb,"Merge origin/main into Dev Container menu

Align the sandbox picker test with the removal of the redundant Dev Container checkbox.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chrmarti,2026-09-10 12:37:17+00:00
335303,5042d80997e199e4c5dadfbeb552617f625bba2c,"sessions: resolve Dev Container capability across providers

Allow a workspace row with a historical non-Agent-Host provider to use a capable Agent Host provider for Dev Container availability checks.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",chrmarti,2026-09-10 12:40:59+00:00
335301,2591f65e0834c978177b502ea4575f809a8d24ac,"sessions: polish unified workspace picker

Use repository metadata to deduplicate local and cloud entries and expose Cloud only for eligible local folders. Remove the redundant cloud repository action.\n\nFixes #335300\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 16:29:16+00:00
335301,6cc0ae2d0a454c9d2a59ad559e7334160a256034,"sessions: detect GitHub remotes without Git extension

Resolve repository metadata directly from .git/config so Cloud becomes available in the standalone Sessions renderer, where the Git extension delegate may not be registered.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 16:37:37+00:00
335301,4d26174c4f7ee3fff44edd60949cdf3074c200a2,"sessions: preserve workspace when switching harnesses

Keep the user-selected repository separate from the execution workspace used by Cloud drafts so local and Cloud harnesses remain available during round trips.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 16:46:37+00:00
335298,3e763292d29eee77f12f07820b6c1db706fd2a0a,"Enable semantic search setting experiments

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",bhavyaus,2026-09-09 16:17:32+00:00
335296,bcb299f929e648549f27874c7c3e0ddcb5a4b42e,Ensure new model picker flows through existing picker telemetry,lramos15,2026-09-09 16:08:47+00:00
335294,ecf3a321944741f858755e66528254cb0e44d9f3,"agentHost: include persisted events in debug log exports

Copy a closed session's persisted event journal into the debug-log staging directory before falling back to process-only collection through another live SDK session. Add coverage for exporting a closed session while an unrelated session remains live. (Written by Copilot)

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-09 16:03:11+00:00
335291,35e8b4d564ad47679ea87761431a5e26fafcfdf3,feat: added git composer functionality with copilot,matbmoser,2026-09-09 13:46:24+00:00
335291,dd5e40b77bf58802029a0cd6e6e1b1eafd2fe2d8,fix: fixed import from langauge model chat,matbmoser,2026-09-09 13:56:45+00:00
335291,1dabebcb0393510a4d75629eb6f7a990e3d5069a,feat: enhance commit composition with user confirmation and improved proposal resolution,matbmoser,2026-09-09 14:56:31+00:00
335291,c2f79ae7584286cbedec2703b064a390b40721af,Merge branch 'microsoft:main' into feat/git-composer-copilot,matbmoser,2026-09-09 15:39:19+00:00
335291,63e913a2460069ea7e3982b8a07dfb343819648c,feat: created git commit plan view,matbmoser,2026-09-09 15:38:36+00:00
335291,5365a6e9cd4b7c38a7f02e0c61ad9e2054535f29,Merge branch 'main' into feat/git-composer-copilot,matbmoser,2026-09-09 16:01:42+00:00
335291,88e5382b0c245b6b6ab3b975ab71693ceb79d224,"Fix test-integration.sh entry in settings.json

Co-authored-by: Copilot Autofix powered by AI <175728472+Copilot@users.noreply.github.com>",matbmoser,2026-09-09 16:20:14+00:00
335291,eb5b567bb1b27781433d813cc14d4473f9726574,chore: Delete scripts/package-lock.json,matbmoser,2026-09-09 16:22:47+00:00
335291,5f231fec34b14b46c7b9ce60955709e5528eb9ba,fix: added copilot proposals,matbmoser,2026-09-10 09:40:37+00:00
335290,18fb8c72a06ec1700ed83960b8245b8fdf9e0a0b,"sessions: initialize tab mode after restoring visibility

Defer the initial single-pane tab override until the editor content is created, so restored editor visibility determines the first rendered tab mode while details-only mode continues to use multiple tabs.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 15:39:44+00:00
335290,5cdebefb17c6846d0e6f94bf8b0386ab89f59982,"sessions: test restored tab mode initialization

Cover visibility changes between editor-part construction and content creation so the initial tab mode cannot regress to constructor-time state.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 15:53:52+00:00
335290,73b60ca0d098e37fa6241f85cd1ff496c219716a,"sessions: make tab lifecycle test browser compatible

Avoid the Node-only assert.throws predicate overload so the regression test runs under the browser assert shim.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",sandy081,2026-09-09 16:05:34+00:00
335289,8a4b012f05bd4d89d57e4d696ee17a9171996e2b,agentHost: update bundled Codex SDK to 0.152.1,github-actions[bot],2026-09-09 15:35:23+00:00
335289,7fe1de6b2cd690b0a4aee045bf72a2cc8d455c2c,"agentHost: adapt Codex guardian and account/skill/mcp types to 0.152.1 app-server contract

The 0.152.1 app-server adds a writeStdin guardian action and new required response fields, which the handwritten Agent Host adapter and its fixtures did not yet cover.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",vs-code-engineering[bot],2026-09-09 19:53:51+00:00
335289,57a0bfc21ad82688b545a257ad7813f258c3d892,Merge branch 'main' into automation/bump-codex-sdk-0.152.1,Giuspepe,2026-09-10 09:18:26+00:00
335286,c006ec0433a2c87eb03f27670a586219880ed9bf,Initial plan,Copilot,2026-09-09 15:29:41+00:00
335286,73c8e1a1f5e8d1ea1a1dc865a701b7342dbef257,"sessions: show confetti when marking a session as done behind a setting

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>",Copilot,2026-09-09 15:34:50+00:00
335286,77ae2a7261706f07721fba116b75c7156984338b,"sessions: show archive confetti in session editor

Use the same archive action view item across the sessions list and editor header, and rename the preview setting to reflect the shared archive behavior.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",meganrogge,2026-09-09 16:45:37+00:00
335285,171f01e21bdfb1cb98f4cf0108c33a5cf32af846,agentHost: remove deprecated Codex SDK skill,Giuspepe,2026-09-09 15:28:33+00:00
335284,4c262017a8542bb2b0a17d0ab8a437e8928b8a1f,Model picker improvements,lramos15,2026-09-09 15:26:56+00:00
335282,e24108b67c400e5882bf960a6ade0ab4a5095405,"agentHost: diagnose missing model-call turn correlation

Record response correlation decisions and bounded late or rejected completion diagnostics. Identify sessions disposed during the correlation wait without changing turn attribution or the 100 ms deadline.

Related to microsoft/vscode-internalbacklog#9110.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",amunger,2026-09-09 15:22:30+00:00
335282,5186c6fc73f5fe0abc3df0934b1123679d9e57c3,"agentHost: slim model-call correlation diagnostics

Keep diagnostics on existing response events and remove companion events, hashed keys, and retained response state. Include the callback-time active root turn only for uncorrelated responses, as context rather than attribution.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",amunger,2026-09-09 16:11:34+00:00
335282,9f302f52f22b79c48312da37460f2a8f79b3aa24,"agentHost: isolate response telemetry correlation

Keep generic SDK telemetry forwarding free of response-specific session and turn-correlation handling. Cover direct forwarding without reading turn state.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",amunger,2026-09-09 16:31:14+00:00
335281,8b0aa1ea5802046a7667969b0762005cd43f1900,Support platform-specific settings overrides,lrtfm,2026-09-09 15:20:09+00:00
335281,7b7d9c82ad81e3371f0861bba0a2c11928adc38a,Address platform settings review feedback,lrtfm,2026-09-09 17:50:10+00:00
335281,32c7c8ef91b7d2d6a2e76390f67e42f7035efaa4,Fix platform settings integration edge cases,lrtfm,2026-09-10 00:49:46+00:00
335280,40182cd4321f55a92fa756d6ab66307fd331d89e,Fix comments view console warning,alexr00,2026-09-09 15:19:45+00:00
335276,56a18981a1e86e834e3b1d1c381011c448d2b3f0,fix: make OpenRouter's model reasoning efforts and defaults honor their own definitions,KKKayleX,2026-09-09 14:28:34+00:00
335276,a11fe36c6e425fa9f172162a8766b5e8311fc60a,fix: make OpenRouter's model reasoning efforts and defaults honor their own definitions,KKKayleX,2026-09-09 15:04:02+00:00
335275,149ac0253c9cfd6d233ef119facab8c27bfaec4e,Initial plan,Copilot,2026-09-09 14:52:34+00:00
335275,f27bb77e2b2ea332d1ff6a06f8722c2a14305060,"Suppress no-workspace option when session workspace picker is scoped to remote

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>",Copilot,2026-09-09 15:13:18+00:00
335275,1537d3ea5ce07a0fdad1ccafe77510553e826b70,"Add regression test for hiding no-workspace option when scoped to remote

Co-authored-by: meganrogge <29464607+meganrogge@users.noreply.github.com>",Copilot,2026-09-09 15:16:07+00:00
335273,d39540f3ccf119ef7b9855e3749757e1e8d161c3,"agent-host: fix: keep completed subagent invocations terminal

Co-authored-by: Copilot App <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-09 14:49:40+00:00
335273,a8f0258cf8e753aba983b1ddf55128f6843c5316,"agent-host: fix: retire replaced subagent identities

Co-authored-by: Copilot App <223556219+Copilot@users.noreply.github.com>",ulugbekna,2026-09-09 16:41:15+00:00
335270,096dd9aaf45349a1983809028b0b36308dde7590,"sessions: restore Agent Merge background fixture rendering

Mark the background fixture request with its explicit Agent Merge source, matching the production host adapter. Assert that the fixture renders a card instead of silently accepting raw prompt text.

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",benibenj,2026-09-09 14:34:05+00:00
335268,2c188116396add7fd5bd953b35f6d25bcac6a8d2,"sessions: restore Codex threads across clients

Keep imported Codex history readable without resuming its native thread.
Resolve unavailable saved models within their original provider and pass
both the selected model and provider explicitly when resuming on send.
Prevent display-only picker fallbacks from overriding restored selections.

Refresh hydrated discovery titles without changing recency or custom names,
and cover restoration, delayed model discovery, and first-send behavior.",Giuspepe,2026-09-09 14:26:26+00:00
335268,6861e351e31e6b55d4edc5f4f5afd8e17afcad32,Merge branch 'main' into agents/codex-session-sync-fix,Giuspepe,2026-09-09 14:34:47+00:00
335266,dec99750d0ad8c391a7ea8bc8de66b2372a20ed5,Agent Host changes for mrleemurray/agents/fix-tab-text-overlap-on-highlight,mrleemurray,2026-09-09 14:25:38+00:00
335265,6081d4d2808673c993059ca7d4dceb3a961f3d96,"Fix update indicator corner radius

Use the small control radius token so the title bar update button matches adjacent controls.\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",Copilot,2026-09-09 14:13:59+00:00
335263,212ec3f80b8fa8f5c2ae8e903ccf49bb87984593,agent host: use VSCODE_DEV_INJECT_NODE_MODULE_LOOKUP_PATH for running remote windows out of source,aeschli,2026-09-09 14:05:11+00:00
335262,2f5a73337989ad79d1b725b1fefeca2d6c75cb29,"Build with @github/copilot canary version (#334649)

* build: override product Copilot runtime

Keep OSS builds on the public Copilot dependencies while product builds default to @github/copilot runtime 1.0.84-canary.66.g9267bf0.unsigned from the private feed. Extend the existing override path to support changing only the runtime.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

* build: preserve latest canary SDK tag

Keep the existing sdk-canary build tag emission scoped to latest-canary resolution while adding runtime-only overrides.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

* build: update product Copilot runtime canary

Set the checked-in product runtime override to 1.0.84-canary.67.g6496fad.unsigned.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-05 01:45:18+00:00
335262,dc5c57a87d09b36ff1c31af2395be30cdfbd96c2,"[cherry-pick] chat: restore GitHub issue and PR context attachments (#334620)

chat: restore GitHub issue and PR context attachments (#334544)

* chat: restore GitHub issue and PR context attachments

Revert compact inline references for pasted GitHub issue and pull request URLs until attachment rendering is unified. Restore automatic context attachment synchronization in the Agents composer.\n\nRefs #334542\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

* chat: attach pasted GitHub links as context

Keep pasted issue and pull request URLs in the prompt while adding context attachments in regular Chat. Share URL parsing with the Agents composer and preserve undo behavior.\n\nRefs #334548\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

* chat: use semantic icons for GitHub context

Represent pasted GitHub links as generic context so issue and pull request pills render their respective Codicons without generic pasted-content chrome.\n\nRefs #334548\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

* chat: preserve request link interactions

Reject invalid GitHub issue and pull request URL continuations, and keep nested request links keyboard- and pointer-operable when inline request editing is enabled.\n\nRefs #334548\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

* test: avoid forwarding flatMap index as metadata

Wrap the GitHub attachment parser callback so Array.prototype.flatMap does not pass its numeric index into the optional metadata parameter.\n\nRefs #334548\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>

Co-authored-by: Megan Rogge <merogge@microsoft.com>",vs-code-engineering[bot],2026-09-05 02:11:06+00:00
335262,ad72c615efea5d53b7f6d0c4bf309e7cccc99341,"test: gate Copilot restored-parent replay (#334687)

The OSS and product runtimes take incompatible model-request paths after the product runtime fixes optional custom-agent properties. Disable the sequence-based replay until the OSS runtime catches up and document the temporary coverage gap.\n\n(Written by Copilot)\n\nCo-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",roblourens,2026-09-06 00:55:04+00:00
