issue_number,title,body,state,created_at,updated_at,closed_at,author,comments_count,labels
335565,Running problems on another client is blocking agent regularly,"<img width=""542"" height=""108"" alt=""Image"" src=""https://github.com/user-attachments/assets/e946fd11-7a2f-4b13-951b-cbc3e00615ba"" />",open,2026-09-10 21:28:27+00:00,2026-09-10 21:36:13+00:00,,hediet,0,
335564,Use MAI for dictation on web,"## Summary

- force web dictation to use the MAI cloud backend instead of unsupported local transcription
- preserve configured backend selection on desktop
- use MAI as the displayed web default and clarify the settings descriptions
- add regression coverage for web and desktop backend resolution

## Testing

- `git diff --check`
- targeted `ChatSpeechToTextService` tests could not be run locally because the sandbox denied access to the installed npm CLI path

Fixes #335572",closed,2026-09-10 21:27:40+00:00,2026-09-10 22:45:39+00:00,2026-09-10 22:44:36+00:00,meganrogge,0,
335563,"Copyright [yyyy] [name of copyright owner]  Licensed under the Apache License, Version 2.0 (the ""License""); you may not use this file except in compliance with the License. You may obtain a copy of the License at      http://www.apache.org/licenses/LICENSE-2.0  Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the License for the specific language governing permissions and limitations under the License.","<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 

Steps to Reproduce:

1. 
2.",closed,2026-09-10 21:25:30+00:00,2026-09-10 21:50:29+00:00,2026-09-10 21:50:29+00:00,gmo95135789-pixel,1,"invalid, triage-needed"
335562,agentHost: Prevent late events from reopening subagents,"## Summary

Prevent trailing Copilot SDK output events from reopening a subagent turn after task-status reconciliation has already completed it.

- remember completed subagent agent IDs
- allow explicit child user messages and tool starts to resume retained agents
- ignore late message, usage, and reasoning events as turn-start signals
- cover a late child message followed by another idle task-status update

## Why

#335361 moved subagent completion to the runtime task registry, but the registry can report `idle` before the SDK delivers its final output events. Those events could then be interpreted as a retained-agent resume, producing a second empty completed child turn.

The exact E2E failure occurred after #335361 in four PR workflows across Linux, macOS, and Windows: #335352, #335350, #335289, and #335491. Three were hidden by successful reruns and one by a canceled workflow.

## Validation

- `npm run compile`
- `npm run hygiene`
- `npm run typecheck-client`
- full `copilotAgentSession.test.ts`: 453 passing
- flaky custom-agent test plus retained-follow-up scenario: 10 consecutive passing runs
- full Copilot Agent Host E2E suite: 196 passing, 18 intentionally pending

(Written by Copilot)",open,2026-09-10 21:24:30+00:00,2026-09-10 23:14:47+00:00,,roblourens,0,
335561,Test: Agents Window application badge,"Refs: #333167, #333774, #333878, #334909

- [ ] macOS @Giuspepe
- [ ] Linux @justschen
- [ ] Windows @amunger

Complexity: 3

Authors: @benibenj


[Create Issue](https://github.com/microsoft/vscode/issues/new?template=blank&body=Testing+%23335561%0A%0A&assignees=benibenj)

---

The Agents Window can show the number of sessions needing attention on the application icon: the dock icon on macOS, launcher icon on Linux, or taskbar icon on Windows.

1. Use the latest desktop VS Code Insiders and open the Agents Window. Verify `sessions.showApplicationBadge` is enabled.
2. Create or use a few unarchived sessions in different states, including an unread completed session, a session waiting for input, and, if practical, a session with failing CI on an open non-draft pull request.
3. Verify the application badge appears with the expected count and updates as sessions enter or leave those states.
4. Verify an unread session that is still in progress is not counted. Reading or archiving a session should also remove it from the count, and the badge should disappear when no sessions need attention.
5. Disable `sessions.showApplicationBadge` and verify the badge is removed. Re-enable it and verify the correct count returns.

## Screenshot

![VS Code application icon showing a badge count of one in the taskbar](https://github.com/user-attachments/assets/b359a4be-6d25-4967-a8af-f9f78039ec4a)",open,2026-09-10 21:22:11+00:00,2026-09-11 05:36:13+00:00,,benibenj,0,testplan-item
335560,agentHost: Support Claude workspace conversion,"## Summary

- Enable `set_workspace` for Claude Agent Host conversations using native `Query.setCwd`, preserving session/chat identity and conversation history.
- Validate the native trust handshake and applied-cwd response. Refresh launch-scoped MCP, plugins, permissions, and tool options only after transcript relocation is confirmed.
- Preserve managed scratch ownership across idle release and restoration; clean up only owned directories. Reject provisional, busy, shared, and multi-root conversations.
- Adopt irreversible cwd changes without rolling back host state. Quarantine ambiguous acknowledgements or a changed cwd whose transcript was not relocated; prevent extra native result frames from completing a later turn.
- Make all providers return the confirmed URI, pass explicit chat context through the shared conversion flow, and use `IFileService.realpath` to preserve canonicalized worktrees.
- Keep workspace/isolation confirmation instructions provider-neutral, with each provider supplying its own user-input tool name.

Builds on the shared flow and Codex work in #335247.

## Validation

- `npm run compile`
- `npm run hygiene`
- `npm run typecheck-client`
- Targeted ESLint and commit hooks
- Final affected Claude, conversion, prompt, and server-tool suites: **483 passing**
- Cross-provider working-directory/return-contract coverage: **94 passing** in a separate focused run (overlaps the affected suites)
- Isolated runtime probes against bundled Claude SDK **0.3.258 / CLI 2.1.258**, with localhost-only networking and synthetic model responses: populated history survived native cwd conversion and same-session-ID teardown/resume; native Bash/Read roots and project skills/instructions switched to the target.

## Reviewer notes / limitations

- `setCwd` ships in SDK 0.3.258 JavaScript but is absent from its public TypeScript declarations. The adapter checks runtime availability and validates responses; there is no shell-cd or resume-only fallback.
- Runtime probes showed launch-supplied MCP servers remain running with their original cwd after native conversion. This is why the provider refreshes the runtime after confirmed relocation.
- Fault injection reproduced `status: ""ok""` with `transcript_relocated: false`: cwd changed but the transcript remained under the source project. This is explicitly quarantined, not blindly resumed.
- Native sandbox refresh and the complete interactive Agents Window flow have not been fully runtime-verified. Runtime probes validate the SDK boundary, while focused tests cover the host integration.",open,2026-09-10 21:07:48+00:00,2026-09-10 21:16:45+00:00,,sandy081,0,
335559,I'm not,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 

Steps to Reproduce:

#1. @sethfitz 
2.",closed,2026-09-10 20:57:33+00:00,2026-09-11 08:20:52+00:00,2026-09-11 08:19:52+00:00,gmo95135789-pixel,1,triage-needed
335558,Ai,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
- [ ] - <!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 

Steps to Reproduce:

1. 
2.",open,2026-09-10 20:54:47+00:00,2026-09-11 04:24:46+00:00,,gmo95135789-pixel,1,triage-needed
335557,sessions: Move changes view mode to editor overflow,"## What changed

- move the Changes **View as Tree/List** action from the editor header layout menu to the editor tab area's **More Actions** overflow menu
- preserve the existing visibility conditions, icons, telemetry, and behavior
- update the focused menu contribution test

## Why

The view-mode action belongs with the other editor-tab actions and should not occupy the Changes editor header toolbar.

## Validation

- `npm run compile-client`
- `npm run hygiene`
- `./scripts/test.sh --run src/vs/sessions/contrib/changes/test/browser/changesViewActions.test.ts` (18 passing)",closed,2026-09-10 20:48:30+00:00,2026-09-10 21:11:17+00:00,2026-09-10 21:11:16+00:00,sandy081,0,
335556,Test: Auto-closing bracket is not inserted when there is already a matching unpaired closing bracket,"Refs: #6841

- [x] anyOS @deepak1556
- [ ] anyOS @karthiknadig

Complexity: 2

Authors: @aiday-mar 


[Create Issue](https://github.com/microsoft/vscode/issues/new?template=blank&body=Testing+%23335556%0A%0A&assignees=aiday-mar)

---

Reference: https://github.com/microsoft/vscode/issues/6841

This iteration we have made it so that when auto-closing brackets are enabled and you type an opening bracket and there is a matching unpaired closing bracket, no auto-closing bracket is inserted. To test do the following:

1. Select setting `editor.autoClosingBrackets` value `languageDefined`
2. Open a file that has brackets
3. Delete a bracket that has a matching pair
4. Type the bracket again and verify no auto-closing bracket is inserted
5. Try for different opening brackets additions and configurations
6. Change `editor.autoClosingBrackets` to `always`
7. Verify an auto-closing bracket is always inserted",open,2026-09-10 20:45:16+00:00,2026-09-11 08:00:51+00:00,,aiday-mar,0,testplan-item
335555,Session pills are unexpectedly underlined,"When a session pill is shown in the replacement-chat message, the pill content is underlined like a text link. The underline spans the icon, title, separators, and warning icon, which looks visually inconsistent with the pill treatment.

Steps to reproduce:
1. Open the Agents window.
2. Reach a state where replacement chats supersede an earlier in-progress version.
3. Observe the session pill in the replacement message.

Expected: The pill uses the standard session-pill styling without link underlines.

Actual: The entire pill content is underlined.",closed,2026-09-10 20:41:47+00:00,2026-09-10 20:50:16+00:00,2026-09-10 20:50:13+00:00,Copilot,0,
335554,Test: Testing 2xcell-width rendering of full-width characters,"Refs: #155588

- [ ] anyOS @lramos15
- [x] anyOS @alexr00

Complexity: 2

Authors: @aiday-mar 


[Create Issue](https://github.com/microsoft/vscode/issues/new?template=blank&body=Testing+%23335554%0A%0A&assignees=aiday-mar)

---

Reference: https://github.com/microsoft/vscode/issues/155588

This iteration we have made it possible to render full-width characters like CJK (Chinese, Japanese, Korean) so they have twice the width of a normal cell-width. Here, a cell is defined as the space occupied by one latin monospace character. This was done so that 1 CJK character occupies the space of 2 latin characters, and you can easily align CJK and latin characters. To test do the following:

1. Turn on the setting `editor.forceFullwidthCharacterWidth`
2. Use as a main font a monospace font
3. Type in latin characters on one line, and CJK characters on the next line
4. Make sure 1 CJK character occupies the space of 2 latin characters
5. Interact with the CJK characters in general and make sure the interaction is correct",open,2026-09-10 20:37:21+00:00,2026-09-11 09:18:47+00:00,,aiday-mar,0,testplan-item
335553,Add component fixture focus controls,"## Summary

- add a default-on fixture focus override with an opt-out for natural browser focus
- expose shared fixture Props controls and support fixture-specific input schemas and theme subsets
- migrate focus-sensitive fixtures to the shared focus helper

This PR is intentionally separate from #335552. Because both touch the shared fixture helper, this branch should be rebased after #335552 lands.

## Testing

- `npm run transpile-client`
- `scripts\test.bat --run src\vs\workbench\test\browser\componentFixtures\fixtureFocus.test.ts`
- ESLint on all changed files
- editor diagnostics and `git diff --check`",closed,2026-09-10 20:31:18+00:00,2026-09-10 22:02:41+00:00,2026-09-10 22:01:05+00:00,hediet,1,
335552,Scope component fixture theme CSS,"## Summary

- scope color-theme participant rules to each component fixture theme root
- remove the opt-out that allowed Light theme rules to affect sibling Dark fixtures
- cover Dark, Light, HC Dark, and HC Light in both stylesheet installation orders

## Testing

- `npm run transpile-client`
- `scripts\test.bat --run src\vs\workbench\test\browser\componentFixtures\fixtureUtilsCss.test.ts`
- ESLint on the three changed files",closed,2026-09-10 20:27:02+00:00,2026-09-10 21:27:51+00:00,2026-09-10 21:26:03+00:00,hediet,1,
335551,mcp: add gated workspace-root configuration entry points,"## Summary

Allow new nongallery workspace-folder MCP servers to use `.mcp.json` without replacing existing `.vscode/mcp.json` configurations.

- Add the experimental, default-off `chat.mcp.workspaceRootConfig.enabled` setting. When enabled, new folder additions use root configuration directly unless a legacy file exists, in which case users choose the destination.
- Make **Open Workspace Folder MCP Configuration** offer a file picker only when both files exist; open the sole existing file directly regardless of the new-add setting.
- Preserve explicit editor targets and add per-folder choices for multi-root additions while retaining global, remote-user, aggregate workspace, and current-session behavior.
- Keep gallery installations on supported legacy targets. Nongallery installation links follow the same root/legacy rules as manual additions.
- Show actionable failure notifications, keep cancellation silent, and shorten incompatible-root guidance in the destination picker.

## Implementation notes

Root files use `mcpServers`, with guarded edits preserving existing wrapped/flat JSONC content. Unsupported inputs, interpolation, and metadata are rejected rather than silently dropped or written elsewhere. No automatic migration is performed.

Manage both configuration sources using exact resource/server identity. Preserve independent root runtime discovery, exclude root inventory before legacy name precedence, and retain root provenance when runtime discovery is unavailable. Same-name root entries must not substitute for gallery results, and a successful first installation updates the already-open details editor.

The commits are ordered for review: root format/persistence, dual-source lifecycle/discovery, gated entry points, gallery/editor integration fixes, then notification and wording follow-ups. Each layer includes focused tests.

## Validation

- Before the notification/copy follow-ups: 178 targeted unit tests, client typecheck, layer checks, and targeted ESLint passed.
- Real Code OSS 1.138.0 Dev validation on macOS arm64: 75 scenario steps passed across file/setting matrices, multi-root routing, JSONC preservation, same-name lifecycle, chat entry points, local MCP tool discovery, access/reload behavior, and gallery/raw-URI installation. Gallery tests used a loopback mock registry rather than the production marketplace.
- That UI run found missing error feedback for an unsupported root-editor addition. The notification follow-up addresses it; client typecheck and targeted lint passed. Runtime revalidation of the notification/copy follow-ups was blocked by the local sandbox/Electron test-launch environment.
- The final concise-message change passed 13 Node-runner configuration tests, targeted lint, and editor diagnostics.

Signed-in Agent Host/model invocation, remote targets, production-gallery authentication, and VoiceOver speech were not exercised. Kept as a draft for review and CI validation.",open,2026-09-10 20:21:22+00:00,2026-09-10 22:15:44+00:00,,vritant24,0,
335550,sessions: Hide docked details for custom editors,"## Summary

- hide docked Details for saved custom editors in the single-pane layout
- keep Files Details visible for untitled custom editor resources
- cover existing and draft session behavior

## Testing

- `npm run compile-client`
- `npm run hygiene`
- `./scripts/test.sh --run src/vs/sessions/contrib/layout/test/browser/desktopSessionLayoutController.test.ts --grep ""hides details for self-contained editors|hides details for a saved custom editor""`",closed,2026-09-10 20:14:48+00:00,2026-09-10 21:18:02+00:00,2026-09-10 21:18:00+00:00,sandy081,1,
335549,Use an explicit menu for Automation card actions,"Replace the Automation card-wide right-click menu with an explicit More Actions button.

- Keep Run now as the only inline operation and move Delete exclusively into the menu.
- Anchor the existing Automation context menu to an accessible vertical-kebab button.
- Show Enable or Disable as the first action based on the Automation state.
- Preserve per-card scoped context keys, capability gating, and reveal-on-intent behavior.

## Validation

- `npm run compile-client`
- `./scripts/test.sh --run src/vs/sessions/contrib/sessions/test/browser/automationsView.test.ts` — 85 passing
- ESLint on the changed TypeScript files
- Stylelint on `automationsCards.css`
- Manual validation in the Agents-window Code OSS UI",closed,2026-09-10 20:09:48+00:00,2026-09-11 09:39:42+00:00,2026-09-10 20:26:22+00:00,ulugbekna,0,on-testplan
335548,1.138.0 Endgame,"<!--
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!                                WARNING                                     !!
!!                                                                            !!
!! DO NOT COPY/PASTE THIS TEMPLATE TO CREATE AN ENDGAME PLAN MANUALLY.        !!
!! Instead, use https://tools.code.visualstudio.com/duties/endgame to create  !!
!! the endgame plan automatically.                                            !!
!! For more information check                                                 !!
!! https://github.com/microsoft/vscode/wiki/Running-the-Endgame               !!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
-->
[Endgame guide](https://github.com/microsoft/vscode-internalbacklog/blob/main/guidelines/endgame-guide.md)

# Before ~Monday~Friday 6AM Zurich time

`@team`:
- Update endgame availability 
- Test plan items created 
- Milestone only has TPIs. All other issues need to be closed
- All closed issues in milestone labeled `on-testplan`, `bug`, or `verification-needed`
- Verification steps added to `bug` and `verification-needed` issues

# ~Monday~Friday morning  (Zurich)

`@endgame-champ`:
- [x] Assign TPIs
  - [x] Create TPI's for all verification needed bugs. Visit `Testing and Verification` on tools site, and generate groupings, then create TPIs. The TPI section below  will update with all of the generated items. 
- [x] Pause automatic releases (this also ensures chat-pre-release isn't released) after 10am. ([Pipeline Link](https://dev.azure.com/monacotools/Monaco/_build?definitionId=383))
- [ ] Run the [Start Endgame](https://github.com/microsoft/vscode-engineering/actions/workflows/start-endgame.yml) workflow
  <!-- start-endgame:auto-pr-links -->
  - PRs opened with auto-merge enabled — ensure they get reviewed and merged Monday morning so Insiders picks up the next milestone version:
    - [ ] Version bump (`microsoft/vscode`): https://github.com/microsoft/vscode/pull/335636
    - [ ] Endgame notebook milestone bump (`microsoft/vscode`): https://github.com/microsoft/vscode/pull/335637
  <!-- end-endgame:auto-pr-links -->
  - If you need to run these steps manually, see the [Branching guide](https://github.com/microsoft/vscode-internalbacklog/blob/main/guidelines/endgame-guide.md#branching).
- [ ] In absence of the tech writer, follow the steps in the [website endgame issue](https://github.com/microsoft/vscode-website/wiki#performing-a-weekly-release)

# ~Monday~Friday morning (Redmond and Zurich)

`@team`:
- [Test plan items](https://github.com/issues?q=org%3Amicrosoft%20milestone%3A%221.138.0%22%20is%3Aissue%20is%3Aopen%20label%3Atestplan-item). All TPIs must be finished by noon. This includes verification TPIs.
- Make sure your TPIs are being tested and ping folks if to confirm they will finish by noon.

# ~Monday~Friday afternoon (Redmond and Zurich)

`@team`:
- Fix essential issues. Default to pushing to next iteration
- Release notes 

# ~Monday~Friday EOD Redmond time

`@team`:
- All issues including late fixes, are verified ([query](https://github.com/issues?q=org%3Amicrosoft+milestone%3A%221.138.0%22+is%3Aissue+is%3Aclosed+reason%3Acompleted++label%3Abug+-label%3Averified+-label%3Aon-testplan+-label%3A*duplicate+-label%3Aduplicate+-label%3Ainvalid+-label%3A*as-designed+-label%3Aerror-telemetry+-label%3Averification-steps-needed+-label%3Az-author-verified+-label%3Aunreleased+-label%3A*not-reproducible+-label%3A*out-of-scope+sort%3Aupdated-asc))
- Release notes written

`@endgame-champ`:
- [ ] Build and release Insiders from `release/<x.y>` branch so we can finish verification. ([Pipeline Link](https://dev.azure.com/monacotools/Monaco/_build?definitionId=111))
- [ ] Build stable from `release/<x.y>` branch (do not release) so that the Zurich team would have a build to release given no candidates. ([Pipline Link](https://dev.azure.com/monacotools/Monaco/_build?definitionId=111))

# Tuesday by noon CET

`@team`:
- Fix essential issues. Default to pushing to next iteration
- Release notes 

`@endgame-champ`:
- [ ] Generate ""Thank you"" section of the release notes in the `vnext` branch of the `vscode-docs` repo.
    - [ ] [Acknowledge third-party pull requests](https://tools.code.visualstudio.com/acknowledgement) in release notes.
    - [ ] Acknowledge [issue trackers](https://github.com/microsoft/vscode-internalbacklog/wiki/Community-Triage---Credits#community-triage---role-based) from the community (do the copy-paste variant) -
- [ ] If this is not Patch Tuesday only:
  - [ ] Build and release insiders from release/<x.y> (if there have been newer changes since last release)
  - [ ] Build stable from release/<x.y> and release to MSFT folks
  - [ ] Reenable automatic releases
    - A build is scheduled for 7:00 PM Zurich time (`19:00 GMT+2`); make sure automatic releases are reenabled before then so we get an Insiders build from `main` on Tuesday evening.

# Tuesday afternoon/Wednesday morning

- In extreme cases, accept candidate changes
    - [ ] Build stable from `release/<x.y>`. Do *not* bump the VS Code version.
    - [ ] Release stable to MSFT folks

# Wednesday
`@endgame-champ`:
- [ ] Publish website so that in-product release notes are ready
- [ ] Start Stable rollout to everyone (start percentage: `20%`, end time UTC: `6AM next Wednesday`)
- [ ] Deploy vscode.dev
  - [ ] Verify the [release candidate](https://dev.azure.com/monacotools/Monaco/_build?definitionId=276) `release/x.y` passed the sanity tests in the last step
  - [ ] [Kick off deploy](https://dev.azure.com/monacotools/Monaco/_build?definitionId=276) (Branch `release/x.y`, Deployment Target `prod`, needs peer approval)
- [ ] [Publish @vscode/chat-lib](https://dev.azure.com/monacotools/Monaco/_build?definitionId=683) (Branch `release/x.y`, Release Version `auto`; the release pipeline job requires two approvals)
- [ ] Publish socials (ping Cynthia)
- [ ] [Publish @types/vscode](https://github.com/microsoft/vscode/wiki/Publish-vscode-types) if you find type diffs after running the steps
- [ ] Create an official release
  - [ ] Create a tag (make sure you pull the release branch first): `git tag <x.y.z>`
  - [ ] Push the tag: `git push origin <x.y.z>`
  - [ ] Create a GitHub release: [Open the GitHub tags](https://github.com/microsoft/vscode/tags), and click far right ... > Create Release. Use the version as title <x.y.z> and use the release link `https://code.visualstudio.com/updates/v<x_y>` for the description
- [ ] Close milestone (**do not** delete it)
- [ ] Move all remaining issues to ""On Deck""
- [ ] Ensure that the latest Insiders release from main has succeeded",open,2026-09-10 20:07:30+00:00,2026-09-11 07:50:50+00:00,,jruales,0,endgame-plan
335547,Fix Codex steering acknowledgement with attached context,"Closes #335546. Related tracking epic: #333174.

A Codex steering message with attached context can remain pending after the model consumes and answers it. `resolveCodexInput` appends context to the outgoing text, but the acknowledgement matcher compares the echoed input with the original prompt. For example, `Review this page` no longer equals `Review this page\n\nBrowser context`.

Cache the resolved input text when sending the message and match consumption against that snapshot. Retain the original `PendingMessage` for display. This keeps consumption tied to the user-message echo, preserves per-ID send idempotence, and avoids re-resolving attachments or marking submission as ingestion.

Validation: five source regression tests passed, covering plain input, attachment expansion, equal prompts with different context, out-of-order and duplicate echoes, and attachment mutation after submission. Seven extracted-bundle tests passed on VS Code 1.137.0 Windows ARM64, Linux ARM64 and Linux x64. The source patch also applies cleanly to main at `4e32846cd87ecfdbd6eb49e34d9bdad550d854c3`. No full build or post-restart live UI verification was performed.

<!-- public-patch-collection:start -->
### Public source and backport

[Source patch and validation](https://github.com/RyanEwen/vscode-patches/blob/bb83e8c6c1b186919b58d1a8d45d02fb7eafc00a/docs/patches/vscode-335547.md) · [Installed-bundle fix](https://github.com/RyanEwen/vscode-patches/blob/bb83e8c6c1b186919b58d1a8d45d02fb7eafc00a/docs/fixes/codex-steering-resolved-input.md). These immutable links describe this proposal; publication to the collection's main branch is under review in [RyanEwen/vscode-patches#1](https://github.com/RyanEwen/vscode-patches/pull/1).
<!-- public-patch-collection:end -->

*AI disclosure: this comment and the related code were written with the assistance of AI.*",open,2026-09-10 19:54:29+00:00,2026-09-11 10:08:26+00:00,,RyanEwen,0,
335546,Agent Host: Codex steering with attached context stays pending after consumption,"Codex can consume and answer a steering message while the message remains under **Steering** in the Agent Host chat UI when attached context expands its input text.

## Reproduction

1. Start a Codex Agent Host task and let it continue working.
2. Send a steering message with a text-bearing attachment, such as automatically attached browser context, a selected file, or an embedded text selection.
3. Observe Codex respond to that message while its pending steering entry remains visible.

Expected: the consumed input echo promotes the original steering message and clears its pending entry before the response is attributed to it.

Actual: the adapter fails to correlate the consumed input with the pending message. The response continues in the existing turn and the pending entry remains until later cleanup.

## Cause

In `codexAgent.ts`, `setPendingMessages` calls `resolveCodexInput(text, attachments)`, which appends textual context, but stores the original `PendingMessage`. `_takeMatchingPendingSteering` compares the SDK's echoed input with `msg.message.text` using exact equality.

For example, the original message `Review this page` is sent and echoed as `Review this page\n\nBrowser context`. The two values cannot match. Matching should retain the exact resolved input sent to Codex while preserving the original message for display.

This path is present in the untouched VS Code 1.137.0 (`645f29cc3176500b4b5762ba887cf2a7f0ffdf2c`) bundle and upstream source. The live observation was on a locally patched installation; comparison with its untouched backup confirms that the matcher, input resolver, and steering buffering code were unchanged by those local patches. The raw-text matcher was introduced in upstream commit https://github.com/microsoft/vscode/commit/5087b226497afa1f2fe1b5ccaa4537654d1eb445.

Codex 0.149.1 emits both started and completed events for consumed user input. A successful `turn/steer` response only acknowledges submission, so clearing pending state on that response would be premature.

Related tracking epic: #333174.

<!-- public-patch-collection:start -->
### Public source and backport

[Source patch and validation](https://github.com/RyanEwen/vscode-patches/blob/bb83e8c6c1b186919b58d1a8d45d02fb7eafc00a/docs/patches/vscode-335547.md) · [Installed-bundle fix](https://github.com/RyanEwen/vscode-patches/blob/bb83e8c6c1b186919b58d1a8d45d02fb7eafc00a/docs/fixes/codex-steering-resolved-input.md). These immutable links describe this proposal; publication to the collection's main branch is under review in [RyanEwen/vscode-patches#1](https://github.com/RyanEwen/vscode-patches/pull/1).
<!-- public-patch-collection:end -->

Fix proposed in #335547.

*AI disclosure: this comment and the related code were written with the assistance of AI.*",open,2026-09-10 19:51:56+00:00,2026-09-11 09:43:30+00:00,,RyanEwen,0,
335545,Allow immediate automatic archival for merged agent sessions,"## Summary

The merged-agent-session cleanup settings currently use `0` to disable lifecycle cleanup and only accept positive whole-day thresholds. This prevents users from opting into archival as soon as an inactive session's pull request is merged and makes the cleanup test plan require waiting at least a full day.

## Proposed behavior

- `chat.agentSessions.autoArchiveMergedSessionsAfterDays`
  - `-1`: disabled (default)
  - `0`: archive immediately on the next lifecycle evaluation once all existing eligibility checks pass
  - positive integer: archive after that many inactive days
- `chat.agentSessions.autoDeleteArchivedMergedSessionsAfterDays`
  - `-1`: disabled (default)
  - positive integer: permanently delete after that many days following automatic archival
  - `0` remains invalid so permanent deletion always has a grace period

All existing safeguards remain in effect: active/external sessions are excluded, related pull requests are refreshed and must have no open PR, worktree cleanup fails closed, only automatically archived sessions are deletion-eligible, and lifecycle state is revalidated immediately before side effects.

## Test plan impact

Update #335536 to verify immediate archival with `0`, disabled cleanup with `-1`, and rejection of `0` for permanent deletion.

Related: #334341, #335536",closed,2026-09-10 19:49:19+00:00,2026-09-10 20:00:55+00:00,2026-09-10 20:00:54+00:00,meganrogge,1,"feature-request, agents-window"
335544,Running vscode with x11 ozone mode won't open,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.137.0
- OS Version: Linux x64 7.2.3-1-cachyos Wayland

Steps to Reproduce:

1. Upgrade VS Code to 1.136 or 1.137
2. Run it using --ozone-platform=x11 as launch argument


--ozone-platform=x11 stopped working since 1.136.0.",open,2026-09-10 19:48:28+00:00,2026-09-10 20:33:46+00:00,,hector-macias1,0,new release
